user_id,item_id,rating_type,score,timestamp
26,3900,50,,1501212951.302453
26,3900,50,,1501212952.9530401
26,3900,50,,1501212956.154803
26,3900,50,,1501212957.874517
59264,1533,50,,1501286870.895058
59264,2289,50,,1501286979.356565
59264,1457,50,,1501287519.308862
59264,1347,50,,1501287607.731631
17579,3282,50,,1501475339.384706
59264,3154,50,,1501806933.584326
26,3922,50,,1501827556.956347
26,3922,50,,1501827559.008713
26,3922,50,,1501827858.684036
26,3503,100,,1502349862.008867
26,3938,50,,1502420033.1444552
26,3938,50,,1502420035.639057
59264,3750,100,,1502583566.0818222
26,2509,50,,1503041896.066164
26,2509,50,,1503041899.039383
26,2509,50,,1503041908.805662
26,2509,50,,1503041912.432594
136,2441,50,,1503539845.085768
136,3973,50,,1503539924.4724991
136,3973,50,,1503539944.658793
26,3024,50,,1504082438.023259
26,3024,50,,1504082440.8365
59264,3987,50,,1504739289.350311
59264,26,50,,1504739321.551333
26,641,50,,1505094007.7547991
26,4000,50,,1505094069.8007581
26,4000,50,,1505094074.077764
26,4000,50,,1505094077.7610679
26,4000,50,,1505094083.435479
26,4000,50,,1505094085.053121
26,4003,50,,1505094345.497629
26,4003,50,,1505094348.012976
136,4027,20,,1505528659.230674
136,4000,20,,1505528681.561318
17579,1960,20,,1505560398.1298358
59264,641,20,,1505562899.468038
59264,1676,20,,1505563054.5835
59264,3994,20,,1505563139.045986
4495,219,20,,1505615251.148482
4495,641,20,,1505615259.209665
4495,1676,20,,1505615265.491716
4495,1484,20,,1505615346.4073
4495,3986,20,,1505649495.163936
26,1069,20,,1505673608.761685
26,3949,20,,1505673610.26004
26,2095,20,,1505673610.2659366
26,2095,20,,1505673610.2678714
26,2095,20,,1505673610.2718446
26,3963,20,,1505673610.281721
26,3938,20,,1505673610.2993462
26,3505,20,,1505673610.338341
26,3591,20,,1505673610.347857
26,3963,20,,1505673610.349725
26,3591,20,,1505673610.3534858
26,3879,20,,1505673610.35533
26,3920,20,,1505673610.357195
26,1448,20,,1505673610.360908
26,1120,20,,1505673610.371283
26,2613,20,,1505673610.377879
26,2873,20,,1505673610.385858
26,2095,20,,1505673610.422164
26,2095,20,,1505673610.4251802
26,3963,20,,1505673610.4300802
26,2509,20,,1505673610.564758
26,2509,20,,1505673610.568797
26,2509,20,,1505673610.571749
26,2509,20,,1505673610.5810142
26,2873,20,,1505673610.660712
26,2177,20,,1505673610.668405
26,3880,20,,1505673610.672432
26,2509,20,,1505673610.753966
26,220,20,,1505673610.84251
26,2177,20,,1505673610.872407
26,2509,20,,1505673610.894725
26,2873,20,,1505673610.9487634
26,3880,20,,1505673610.980247
26,3880,20,,1505673610.986011
26,3880,20,,1505673611.011282
26,12,20,,1505673611.4876866
26,12,20,,1505673611.4906619
26,2780,20,,1505673611.496526
26,3340,20,,1505673611.504469
26,3702,20,,1505673611.5224
26,323,20,,1505673611.524367
26,323,20,,1505673611.537421
26,3827,20,,1505673611.545635
26,3893,20,,1505673611.548554
26,3736,20,,1505673611.550569
26,3736,20,,1505673611.55643
26,2522,20,,1505673611.569134
26,3922,20,,1505673611.571592
26,2352,20,,1505673611.5756302
26,2350,20,,1505673611.577564
26,2350,20,,1505673611.586053
26,2352,20,,1505673611.588086
26,2352,20,,1505673611.7759821
26,3089,20,,1505673612.561525
136,3963,20,,1505673614.095447
26,3858,20,,1505673614.493635
26,3896,20,,1505673614.50476
26,3896,20,,1505673614.508435
26,3896,20,,1505673614.512149
26,3963,20,,1505673614.827634
26,3963,20,,1505673614.844069
26,2095,20,,1505673615.181562
26,3963,20,,1505673615.183449
26,3963,20,,1505673615.189147
26,3963,20,,1505673615.195454
26,3963,20,,1505673615.2077599
26,2095,20,,1505673625.938087
26,3197,20,,1505673627.234882
26,3204,20,,1505673627.23702
26,3198,20,,1505673627.239298
26,3198,20,,1505673627.242789
26,3204,20,,1505673627.245023
26,3197,20,,1505673627.2502801
26,3204,20,,1505673627.258736
26,3197,20,,1505673627.261793
26,3204,20,,1505673627.263907
26,2095,20,,1505673629.620439
26,3961,20,,1505673629.623359
26,3961,20,,1505673629.626357
26,3960,20,,1505673629.628289
26,3950,20,,1505673629.632164
26,1345,20,,1505673629.6340349
26,3958,20,,1505673629.639783
26,3958,20,,1505673629.646684
26,3956,20,,1505673629.740755
26,3956,20,,1505673629.760107
26,1428,20,,1505673629.761907
26,3954,20,,1505673629.765571
26,1043,20,,1505673629.76861
26,3461,20,,1505673629.780448
26,3949,20,,1505673629.786027
26,3949,20,,1505673629.802814
26,281,20,,1505673629.838947
26,281,20,,1505673629.9182448
26,3933,20,,1505673629.93222
26,1184,20,,1505673629.9349642
26,1184,20,,1505673630.032283
26,1184,20,,1505673630.035966
26,1184,20,,1505673630.046983
26,1184,20,,1505673630.055413
26,1184,20,,1505673630.0572119
26,1184,20,,1505673630.064567
26,3424,20,,1505673630.113439
26,3514,20,,1505673630.134073
26,3808,20,,1505673630.1459448
26,3808,20,,1505673630.153095
26,1345,20,,1505673630.166655
26,3960,20,,1505673630.173121
26,3961,20,,1505673630.180232
26,3933,20,,1505673630.187009
4495,172,20,,1505673631.97778
4495,3911,20,,1505673631.9814491
4495,3870,20,,1505673631.983219
4495,2660,20,,1505673631.985002
4495,3798,20,,1505673631.9912891
4495,3954,20,,1505673631.998626
4495,3956,20,,1505673632.004081
26,3798,20,,1505673640.7846198
26,3938,20,,1505673642.0458891
26,3933,20,,1505673642.065382
26,3950,20,,1505673642.172675
26,1345,20,,1505673642.3456109
26,3958,20,,1505673642.35056
26,3958,20,,1505673642.355403
26,3956,20,,1505673642.358263
26,3956,20,,1505673642.3611221
26,3956,20,,1505673642.363076
26,1428,20,,1505673642.390503
26,3954,20,,1505673642.392422
26,1043,20,,1505673642.396166
26,1043,20,,1505673642.398215
26,3951,20,,1505673642.400424
26,3951,20,,1505673642.4037151
26,3951,20,,1505673642.412586
26,3950,20,,1505673642.4184554
26,3950,20,,1505673642.4413366
26,1345,20,,1505673643.548113
26,1428,20,,1505673643.555377
26,3954,20,,1505673643.558916
26,1043,20,,1505673643.570587
26,3896,20,,1505673643.572416
2715,908,20,,1505673657.1262438
2715,27,20,,1505673657.225926
59264,323,20,,1505673668.277782
59264,323,20,,1505673668.294483
59264,3130,20,,1505673668.302272
59264,3750,20,,1505673668.306397
59264,1034,20,,1505673668.321666
59264,2239,20,,1505673668.329342
59264,2484,20,,1505673668.336364
59264,3130,20,,1505673668.352429
59264,3446,20,,1505673668.370224
59264,3750,20,,1505673668.426904
59264,1270,20,,1505673668.444526
59264,2499,20,,1505673668.45219
59264,2499,20,,1505673668.462552
59264,239,20,,1505673668.526397
59264,2438,20,,1505673668.570361
59264,2363,20,,1505673668.639935
59264,3775,20,,1505673668.741238
59264,3775,20,,1505673668.770227
2715,1289,20,,1505673689.976733
2715,2515,20,,1505673690.008919
2715,2574,20,,1505673690.040649
2715,3413,20,,1505673690.446707
2715,40,20,,1505673690.45644
2715,2658,20,,1505673690.463444
2715,1169,20,,1505673690.469121
2715,3922,20,,1505673690.480298
2715,391,20,,1505673690.4859538
2715,3914,20,,1505673690.489503
4495,2982,20,,1505673690.813787
4495,2982,20,,1505673690.818019
4495,2982,20,,1505673690.831934
4495,1775,20,,1505673691.009182
4495,3492,20,,1505673691.0327241
4495,118,20,,1505673691.042097
4495,3899,20,,1505673691.05406
4495,391,20,,1505673691.0737052
4495,316,20,,1505673691.0895526
4495,591,20,,1505673691.102196
4495,316,20,,1505673691.107411
4495,316,20,,1505673691.1328518
4495,3937,20,,1505673691.154488
4495,391,20,,1505673691.181475
4495,3914,20,,1505673691.200031
4495,2489,20,,1505673691.223274
4495,1254,20,,1505673691.257591
4495,3451,20,,1505673691.2676802
4495,3534,20,,1505673691.278207
4495,3616,20,,1505673691.328253
4495,3616,20,,1505673691.351058
4495,3926,20,,1505673691.369629
4495,126,20,,1505673691.433436
4495,172,20,,1505673691.451141
4495,3301,20,,1505673691.484226
4495,3893,20,,1505673691.623152
4495,3899,20,,1505673691.641675
26,3503,20,,1505673692.6157491
17579,1977,20,,1505673696.85007
136,3950,20,,1505673697.376434
136,3896,20,,1505673697.383945
17579,3922,20,,1505673697.439311
59264,3223,20,,1505673716.977225
59264,3750,20,,1505673716.9881
59264,239,20,,1505673717.0186698
59264,3750,20,,1505673717.025046
59264,3748,20,,1505673717.027675
59264,3446,20,,1505673717.050826
59264,3446,20,,1505673717.0882142
59264,2239,20,,1505673717.259965
59264,2239,20,,1505673717.308245
59264,2239,20,,1505673717.371161
59264,3446,20,,1505673717.3846366
59264,3446,20,,1505673717.429462
59264,1242,20,,1505673717.438933
59264,1209,20,,1505673717.451256
59264,3446,20,,1505673717.475082
59264,2499,20,,1505673717.49782
